Grain ID,Length mm,Width mm,Area mm2,Aspect Ratio
82.0,7.970074030358022,1.6751894612950604,13.351384021397207,4.757715001499887
83.0,6.496062992125984,6.10236220472441,39.64132928265857,1.064516129032258
84.0,8.398460328109621,1.514187610055518,12.716844572366389,5.546512382175475
85.0,8.129302497923844,1.762249263252799,14.325857337725433,4.613026469886896
86.0,4.751680629459892,1.7372607433889795,8.254908222682506,2.73515685399677
86.0,7.693150437722995,1.6380231962429257,12.601558869176683,4.696606528752764
87.0,7.291470625269132,1.8674820426880845,13.616690457477763,3.904439485144215
88.0,8.362208689291647,3.5248322374238743,29.47538276408124,2.372370690584461
89.0,7.673718910517655,1.656928024892732,12.714799917986026,4.6312928475058195
90.0,5.47244094488189,0.4724409448818898,2.585405170810342,11.583333333333332
90.0,8.670023520161786,1.8334378219964937,15.8959490394638,4.728834223961137
91.0,7.663404810147023,1.6306911678764764,12.496646539768856,4.699482624981949
92.0,7.826950193390133,1.9065089488592675,14.922150585974064,4.105383401464377
93.0,8.23310912124754,1.6910329202967367,13.922458560424928,4.868686482935425
94.0,7.684230654258428,1.8650108998216044,14.331173926935268,4.120206833640197
95.0,7.892543762687623,2.267813795194851,17.89881962420207,3.48024329837428
96.0,8.27340554064653,1.8042583916130968,14.927361373929793,4.585488186783321
97.0,8.452179675965798,1.888386884073573,15.960985241927034,4.47587289831891
98.0,8.661417322834646,4.3700787401574805,37.85107570215141,1.981981981981982
99.0,7.570451150728962,1.7366951469361314,13.14756577358804,4.359113436854311
100.0,7.57239394300566,1.660885247658557,12.576877389397112,4.559251732581097
101.0,8.355065293199434,1.604172413743387,13.402965258375335,5.208333731224454
102.0,7.111389881043922,1.9362748514010213,13.769605385173048,3.672717164042268
103.0,6.902685090312808,1.4674999207023562,10.129689822667382,4.703703893223471
104.0,8.221549086683378,1.9410875275379091,15.958746389201794,4.235537537615142
105.0,7.084894856130044,1.750283128633274,12.400571934825084,4.0478564526085306
106.0,7.908309576079602,1.8309722359724871,14.4798952672771,4.3191859607195235
107.0,7.085110521691991,1.7643098005159634,12.50032993115995,4.015797293434513
108.0,8.858267716535433,4.881889763779528,43.24508649017298,1.814516129032258
109.0,3.070866141732284,1.6929133858267718,5.198710397420796,1.8139534883720931
109.0,8.118391262264703,1.6041267575241451,13.02292865184903,5.060941240575564
110.0,8.261680302657481,1.9604582298459032,16.196679141700653,4.214157780503627
111.0,7.7831628754383,1.586917216383566,12.35123516495046,4.90458027368018
112.0,7.479848185862144,2.1235734834445745,15.884007267687855,3.522293080119527
113.0,7.982568815937193,1.7653274536132812,14.09184788113119,4.521862954999329
114.0,7.507880503737082,1.77179111270454,13.302395951769048,4.237452400512791
115.0,7.898008091243233,1.650905308760996,13.038863486470754,4.784046698093597
116.0,8.267762191652313,1.7511472927303766,14.478069378850513,4.721340247033861
117.0,7.457517488734929,1.7975469273845044,13.405237647791678,4.1487192212477515
118.0,7.640804380882444,1.6625990079143855,12.703593783323042,4.595698869366763
119.0,8.101214311254306,2.090864556980884,16.938541871907933,3.874576324997398
120.0,8.005369892270547,1.7326691394715799,13.870657362392103,4.620253059226289
121.0,7.275773296206016,1.7350767541119434,12.62402511443549,4.193343769353848
122.0,7.591778011772576,1.8288661926750125,13.884346148024388,4.151084449031437
123.0,7.020368200587476,1.7340352216104824,12.173565728492887,4.048573012298632
124.0,7.910329863781066,3.5969339205524116,28.452933809792853,2.199186873737789
125.0,6.762169665238989,1.6574844600647454,11.208191136454847,4.079778621257687
126.0,7.62204748439038,1.8267717136172799,13.923740744332092,4.172413787433566
127.0,7.076431634857899,1.8127297228715553,12.827657956375466,3.9037433686738936
128.0,7.71270751953125,1.8344826585664524,14.148828195175156,4.204295681681891
128.0,4.63136687992126,1.5935884310504584,7.380492679792778,2.9062503151258228
129.0,7.485388207623339,1.638292628010427,12.263256318345501,4.569017817478513
130.0,7.63854019285187,1.926930945689284,14.71893947749766,3.9640964871833964
131.0,6.77065871831939,1.8052362457035096,12.222638525598631,3.750566572344015
132.0,8.668848473256029,1.6852215143639273,14.608929951891945,5.144040946170814
133.0,7.231561856007013,1.8149800938884106,13.125140816375458,3.9843752999594204
134.0,8.241841473917324,1.8301369073822744,15.083698266210018,4.50340159835692
135.0,7.210262028251107,1.675898934912494,12.083670453586029,4.302325085389225
136.0,7.882882065660372,2.1111482334887888,16.64193254771935,3.733931109438713
137.0,5.717658696212168,3.4601472869632754,19.78394122548051,1.6524321718195265
138.0,7.718510665292816,1.8845341900202235,14.545797244780053,4.095712726342198
139.0,7.924411803718628,1.5759938157449558,12.488823996076889,5.028199809256765
140.0,8.387147197573205,1.5970611572265625,13.394787009185782,5.251613039126332
141.0,7.529417022945374,1.8194905979426828,13.699703481238693,4.138200566388727
142.0,7.436721681609868,1.8032676216185564,13.410399419435777,4.124025514823418
143.0,6.965187853715552,1.9655588104968935,13.690486352636551,3.5436171212576193
144.0,7.078685610313116,1.894891243281327,13.413339376923858,3.7356685432010153
145.0,6.797612708384597,1.9683438398706632,13.380039100375356,3.45346812416232
146.0,7.610439390648069,3.5213716762272393,26.799185713872202,2.1612144614060775
147.0,8.251926692452018,1.9220581955797091,15.860683328550364,4.293276192900687
148.0,3.813922311377338,1.8930417158472257,7.219914036437773,2.0147058986866684
148.0,7.870693056602178,1.6359022846372109,12.875684752973736,4.811224442019554
148.0,3.9763779527559056,1.7777105016032544,7.068848844957823,2.236797245203733
149.0,8.579945001076526,1.8874034731406866,16.193817994387906,4.545898703258866
150.0,7.942402156319206,1.6805214769258274,13.347377402076429,4.726153319294804
151.0,8.470156211552657,1.7305688032015103,14.65818809795652,4.894434821593382
152.0,7.874014546552043,1.8897634791576958,14.880025124430494,4.166666693157624
153.0,7.754611518439346,2.3830292168564684,18.479465813812663,3.2540983818354974
154.0,7.951270276167262,1.8575740423728162,14.77007326889884,4.2804594028513225
155.0,8.359185766986036,3.514503418929934,29.378386957542862,2.3784827529151102
156.0,8.011136392908773,1.8498632476085755,14.81950678482147,4.330664119774924
157.0,8.781881858044722,1.710306152584046,15.0197065730801,5.134684129374418
158.0,6.750341700756644,1.831652874083031,12.364282777233443,3.6853826378734706
159.0,7.899858970341721,2.1414088451956204,16.916827874887726,3.6890942092004195
160.0,8.768964151697835,1.8196657135730654,15.956583410395872,4.818997295101661
161.0,8.94324175016148,1.7289161682128906,15.462115258090732,5.172744586804194
162.0,7.679231298251415,1.9422404972587046,14.914914015280436,3.9538004222906227
163.0,8.004036850816622,1.710227906234621,13.68872718479686,4.680099547924563
164.0,8.288564006174644,1.5329562209722565,12.706005756192148,5.406915013474903
165.0,4.311145271841935,1.5041457949660895,6.484591032128986,2.8661751316062607
165.0,8.447560588205894,1.7372607433889795,14.675615387290016,4.86257495908572
166.0,6.049289252814345,1.8235223124346396,11.031013926878028,3.317365086000926
167.0,6.805571909025899,1.641586333747924,11.171933839195685,4.145728902048071
168.0,7.527223121462845,1.4791608795406312,11.133973972841558,5.08884680873963
169.0,7.2757738969457435,1.7735729067344366,12.904115459148601,4.1023258019554145
170.0,8.369680690014457,1.5519426000399854,12.989264011565496,5.3930349549002745
171.0,7.489244956669846,1.9836087865153638,14.855732100416182,3.7755655286374883
172.0,7.744063730314961,1.6635612427718998,12.882724283307551,4.655111895617054
173.0,6.496062992125984,5.31496062992126,34.52631905263811,1.222222222222222
174.0,7.546969436285065,1.7403369813453495,13.134270007049963,4.336498917842312
175.0,7.89265369805764,1.6137112594964937,12.736464139862253,4.890994997779396
176.0,7.547604418176366,1.7216886685589168,12.994625001539466,4.383838121263725
177.0,3.555480776809332,1.5073755219226748,5.359444691629005,2.3587226441585543
177.0,8.717975165900283,1.8586765499565545,16.20389600396246,4.6904208083456265
178.0,7.013919860359253,1.5825987988569605,11.100221146283534,4.431900153990442
179.0,7.514094555471826,1.872829827736682,14.07262041192144,4.012160872380286
180.0,8.020997535525344,1.907825620155635,15.30266459748046,4.204261359521429
181.0,8.127804853784756,1.9463465532918616,15.819524962992823,4.175928916686587
182.0,7.71163279615988,1.8741718802865097,14.452925337658076,4.114688133609699
183.0,7.638476514440822,3.2723254106176185,24.9955807966106,2.3342655622379365
184.0,8.074203250915048,3.636325325552873,29.360429764963726,2.220429287274354
185.0,7.446164709376538,1.717782358484944,12.790890376140188,4.33475444231709
186.0,7.842440267247478,1.651257792795737,12.94989060582748,4.749373660165732
187.0,7.915705883596826,1.9421904856764427,15.373808654534795,4.075658871760911
188.0,7.755516232468012,1.948264565054826,15.109797459424934,3.98073052888983
189.0,4.556365125761258,1.7429266201229547,7.941410068689171,2.614203646416181
189.0,8.051012294498955,2.1940440080297274,17.6642752833191,3.669485327110116
190.0,7.47825382262703,1.6719504228727087,12.503269641090712,4.472772469998278
191.0,6.237405491626169,2.1538346958911325,13.43434036020633,2.8959536697617785
192.0,7.9954162357360365,1.7303837753656344,13.835138531612612,4.6206028683126
193.0,8.440713957538755,3.6073068934162773,30.448245644384535,2.339893501421785
194.0,7.670185359444206,1.681177785077433,12.894945233723764,4.562388004128264
195.0,7.632442684624139,1.7559775405042755,13.402397933386144,4.34654914916069
196.0,5.866141732283465,5.196850393700788,30.485460970921945,1.1287878787878787
197.0,8.702886386180488,3.587535948265256,31.221917764090804,2.425867367374743
198.0,4.251968503937008,4.094488188976378,17.40963481926964,1.0384615384615385
198.0,7.94436297078771,1.6567389420636998,13.161735503592862,4.795180923852672
199.0,7.913385826771654,1.4960629921259843,11.838923677847356,5.2894736842105265
200.0,8.0503761111282,1.8086478466124047,14.560295417811965,4.4510467453388145
201.0,7.501512662632259,1.818744629386842,13.64333586743981,4.124555224204986
202.0,7.6771641528512555,4.960629320520116,38.08356559507992,1.5476189928350288
203.0,6.870128601554811,1.6776870367095227,11.525925695355827,4.095000111003609
204.0,7.890282578355684,1.7798450800377554,14.043480627193981,4.433128853095636
205.0,8.09173223540539,1.5259069908322314,12.347230785947604,5.302900035206045
206.0,7.358309528020424,2.175380226195328,16.007121045480307,3.3825394932865955
207.0,6.3612305648683565,1.6916677520031067,10.761088609644306,3.7603309262921236
208.0,7.843203206700603,1.6851051210418462,13.216621888983017,4.654429630984329
209.0,8.243309081070066,1.8002486041211707,14.840005666535758,4.578983737134578
210.0,7.083065603661725,3.4625862902543676,24.525725852211366,2.0455997367047254
211.0,8.060409065306656,1.6479996808870572,13.283551567444512,4.891025865349705
212.0,7.340651384488805,1.919473362719919,14.090184797539354,3.824304898968228
213.0,7.781194251353347,3.5233249814491576,27.415676091301822,2.2084804246904612
214.0,7.796799667238251,1.7404774042565054,13.570153646342817,4.479690255196894
215.0,7.951150728961615,1.9085208262045554,15.174936758514773,4.166132546100605
216.0,7.398570503775529,1.5425872802734375,11.41294075133037,4.796208680304991
217.0,6.968503937007874,5.748031496062993,40.055180110360226,1.2123287671232876
218.0,7.613011758158526,1.467010317824957,11.168366798941275,5.189473901891744
219.0,7.65105239988312,1.6937933193417047,12.959301440855347,4.5171109795477955
220.0,7.359959159310409,1.754608154296875,12.913844356218016,4.194645477559501
221.0,8.114911177026944,1.793279422549751,14.552303229581398,4.525179442191369
221.0,4.376409335399237,1.6345067662516917,7.153270670597122,2.677510687481198
222.0,6.062992125984253,5.1574803149606305,31.269762539525086,1.1755725190839694
223.0,7.598425196850394,1.7322834645669292,13.162626325252653,4.386363636363637
224.0,7.851862269123709,1.8538575660525345,14.55623427521741,4.235418304461694
225.0,7.532703669991081,1.7921872777263013,13.500015684240234,4.2030784190967
226.0,6.653543307086615,6.417322834645669,42.69793539587079,1.0368098159509203
227.0,6.248368991641548,1.8647620433897485,11.651721328706635,3.3507594246627392
228.0,6.771653543307087,2.362204724409449,15.996031992063987,2.8666666666666667
229.0,7.515652874323327,1.8207871444582002,13.684404135778236,4.1276943860232
230.0,6.850392499307948,1.8110233216773808,12.406220578890494,3.782608659596428
231.0,7.546527892585815,1.7442664198988067,13.163155189867146,4.326476624496174
232.0,7.145350298543615,3.138157401497909,22.423233925669937,2.2769254005974937
233.0,8.267716535433072,1.968503937007874,16.275032550065102,4.2
234.0,8.584082896315207,1.7794801306536818,15.27520495387702,4.823927364202652
235.0,8.87083038570374,3.7918901818943778,33.63721464480033,2.33942175542436
236.0,8.500973558801366,1.7171240979292262,14.597226553676999,4.9507042438302244
237.0,8.712091521015317,2.0908565971795032,18.21573403194649,4.166757075912161
238.0,8.302960733729085,2.113115956464152,17.545118812338234,3.929249934595315
239.0,7.2653600737804505,1.6334673363392749,11.86772836726387,4.4478147264717744
240.0,7.260372131828248,1.792821658877876,13.016552409455022,4.0496901049112175
241.0,3.6220472440944884,2.716535433070866,9.83941967883936,1.3333333333333335
241.0,7.33257744255967,1.7690011272280235,12.971337761374835,4.145038309867908
242.0,7.799769724447897,1.8912486579474503,14.75130402366124,4.1241376122973135
243.0,6.940620001845473,1.5901631633127769,11.036718257486529,4.364721911546563
244.0,7.668079766701526,1.8594789880467213,14.258633204847692,4.1237786584275495
245.0,8.344258586252769,1.7857640183816745,14.900876743402534,4.672654673496359
246.0,7.016078318197897,2.1479534539650746,15.070209656862644,3.2664014693830405
247.0,7.440944881889764,3.582677165354331,26.658503317006637,2.0769230769230766
248.0,7.72944052388349,1.8907524469330557,14.614458583956228,4.08802354661565
249.0,7.954781599870818,3.5103432963213583,27.924014262807013,2.2660979079188577
250.0,7.393044299028052,1.7511136513056718,12.946060796735592,4.221910036230728
251.0,7.305736992302842,2.0284926046536667,14.819633460431037,3.601559589392825
252.0,7.44094368041031,2.086613872858483,15.526376310702812,3.566037673379815
253.0,5.3149594284418065,5.118109034741019,27.202541869989975,1.0384615474904098
254.0,7.598425196850394,2.125984251968504,16.154132308264618,3.574074074074074
255.0,7.254486684724102,3.3036500825656683,23.96628553496032,2.1959004444835606
256.0,6.8897625780481055,5.433069664662279,37.432560059518536,1.2681160013206596
256.0,5.421785970372478,1.7690011272280235,9.591145493177997,3.064885537336129
257.0,8.421080581785187,1.7566336984709492,14.792753927503206,4.793873981305985
258.0,7.796031921867311,1.5809362516628476,12.325029484400812,4.9312753209798
259.0,8.351318479522947,1.8304375776155728,15.286567167554152,4.562471062466837
260.0,7.429694829024668,1.9450210210845227,14.450912622695958,3.8198532295974625
261.0,8.090519942636565,3.4781670758104704,28.140180090666515,2.3260872080882833
262.0,8.731877484659512,2.0702339532807117,18.077029244629497,4.217821599738548
263.0,8.383287444828063,1.7473800539031743,14.648789267229466,4.7976325620188165
264.0,7.4021028533695254,1.7766492948757382,13.150940815036657,4.166327521542309
265.0,7.51968503937008,1.7716535433070868,13.322276644553291,4.2444444444444445
266.0,7.4643142580047375,1.8064736193559303,13.484086793667894,4.131980770727236
267.0,7.755905511811024,3.7401574803149606,29.008308016616034,2.073684210526316
268.0,7.634329007366511,2.1236596895953803,16.212716770052975,3.5948928374776825
269.0,8.42319518562377,1.8826643876203404,15.858049605948976,4.474082178964761
270.0,7.375775434839444,1.682945011168953,12.413024471565558,4.382659793332357
271.0,8.425106739434671,2.09437678179403,17.64534793920838,4.022727339546697
272.0,6.94208700825849,1.732007124292569,12.023744155762591,4.008116889873623
273.0,7.874015748031496,1.5748031496062993,12.400024800049602,5.0
274.0,7.598425196850394,2.4015748031496065,18.248186496372995,3.1639344262295084
275.0,8.98628475159172,2.0876364820585476,18.76009588558931,4.304525634046522
276.0,7.168917318028728,1.7821565763218197,12.77613314343228,4.022608009462673
276.0,6.331082441675382,1.8359839071439008,11.623765477717315,3.448332208708823
277.0,8.228346456692913,2.1653543307086616,17.81728563457127,3.7999999999999994
